Edad,Ingreso_Mensual,Monto_Credito,Plazo_Meses,Atrasos_Previos,Cuota_Estimada,Ratio_Deuda_Ingreso,Perfil_Historico,Morosidad,Ingreso_Normalizado
32,7467.41,58012.39,36,0,1611.46,21.58,Confiable,0,0.44191715437956175
54,2900.4,22217.08,12,2,1851.42,63.83,Riesgoso,1,0.10353665015148182
47,8035.74,31298.75,60,1,521.65,6.49,Confiable,0,0.4840260597614078
32,3009.19,16312.25,36,3,453.12,15.06,Riesgoso,0,0.11159715692833862
43,14817.73,83034.04,24,0,3459.75,23.35,Confiable,0,0.9865196378069553
55,2218.1,20293.2,12,2,1691.1,76.24,Riesgoso,1,0.05298343961880967
42,9467.04,80359.7,36,4,2232.21,23.58,Riesgoso,1,0.5900744405842331
45,8227.12,68862.7,12,4,5738.56,69.75,Riesgoso,1,0.4982058537402189
37,5675.91,96888.99,48,1,2018.52,35.56,Confiable,0,0.30918070901933586
30,6984.34,83172.43,60,1,1386.21,19.85,Confiable,0,0.4061253627746696
30,4635.56,24123.12,36,4,670.09,14.46,Riesgoso,1,0.23209873250216537
29,10688.07,77045.61,36,1,2140.16,20.02,Confiable,0,0.6805434229332123
45,9533.43,96495.53,12,3,8041.29,84.35,Riesgoso,1,0.5949934317131559
64,5706.01,62734.58,36,1,1742.63,30.54,Confiable,0,0.3114108887599682
63,3965.2,20827.32,24,2,867.8,21.89,Riesgoso,0,0.1824301846307274
25,7312.74,42131.04,12,3,3510.92,48.01,Riesgoso,1,0.43045729057611987
42,11155.8,87092.3,24,3,3628.85,32.53,Riesgoso,1,0.7151986378862341
42,10141.72,66623.74,36,1,1850.66,18.25,Confiable,0,0.6400630674084792
63,5999.5,79890.95,36,1,2219.19,36.99,Confiable,0,0.3331562526163861
40,10007.77,23689.27,12,1,1974.11,19.73,Confiable,0,0.6301383971009146
22,7785.25,57209.33,12,2,4767.44,61.24,Riesgoso,0,0.46546666696303607
33,5894.63,75591.38,48,4,1574.82,26.72,Riesgoso,1,0.3253861878522628
56,11042.34,32464.18,60,2,541.07,4.9,Riesgoso,1,0.7067921198340035
49,14695.27,32148.83,12,2,2679.07,18.23,Riesgoso,1,0.9774462886030406
45,5718.63,48376.43,48,3,1007.84,17.62,Riesgoso,0,0.31234593421932966
21,2944.78,58739.15,60,2,978.99,33.24,Riesgoso,0,0.10682486865278622
22,5367.23,98370.35,12,3,8197.53,152.73,Riesgoso,1,0.2863098823635756
50,11369.24,61880.55,36,1,1718.9,15.12,Confiable,0,0.7310129091101731
36,4509.02,42015.44,60,1,700.26,15.53,Confiable,0,0.2227230865094872
55,3155.19,49755.75,24,3,2073.16,65.71,Riesgoso,1,0.12241464005565818
49,10136.06,81447.6,12,1,6787.3,66.96,Confiable,0,0.6396437047064202
58,4425.6,13165.28,24,0,548.55,12.39,Confiable,0,0.2165423026568776
22,6994.34,76689.75,24,2,3195.41,45.69,Riesgoso,1,0.4068662862765408
40,4985.68,84674.01,36,1,2352.06,47.18,Confiable,0,0.2580399461496799
41,11963.47,30616.77,24,1,1275.7,10.66,Confiable,0,0.7750408063618655
56,7895.87,35273.68,48,0,734.87,9.31,Confiable,0,0.4736627627407353
31,1946.77,10007.88,48,4,208.5,10.71,Riesgoso,1,0.03287996224253834
34,3284.5,70258.26,12,0,5854.86,178.26,Confiable,1,0.1319955218583547
59,5174.59,38928.7,12,0,3244.06,62.69,Confiable,0,0.2720367320235288
33,4042.89,13738.21,48,0,286.21,7.08,Confiable,0,0.1881864193167648
32,14110.35,21573.25,36,0,599.26,4.25,Confiable,0,0.9341081911315903
49,11363.51,9197.8,24,3,383.24,3.37,Riesgoso,0,0.7305883599436009
50,2915.9,75981.26,36,3,2110.59,72.38,Riesgoso,1,0.10468508157938218
40,10101.0,82866.88,12,3,6905.57,68.37,Riesgoso,1,0.6370460269088597
51,4239.64,91270.3,12,3,7605.86,179.4,Riesgoso,1,0.20276408921608072
34,4838.52,55940.85,24,0,2330.87,48.17,Confiable,0,0.2471365158961433
45,11067.38,98139.36,60,4,1635.66,14.78,Riesgoso,1,0.7086473922826889
63,3347.5,99055.33,48,0,2063.65,61.65,Confiable,0,0.13666333992014326
43,11827.96,46418.13,12,3,3868.18,32.7,Riesgoso,1,0.7650005519880089
64,12419.04,67406.48,12,4,5617.21,45.23,Riesgoso,1,0.808795058336612
34,2634.62,20995.71,48,0,437.41,16.6,Confiable,0,0.08384438531874899
25,8579.46,35580.66,48,1,741.26,8.64,Confiable,0,0.5243115524051487
24,8421.15,41370.13,48,3,861.88,10.23,Riesgoso,1,0.5125819924470258
23,14716.18,96550.97,24,3,4022.96,27.34,Riesgoso,1,0.9789955596454533
61,3584.51,94641.3,60,1,1577.36,44.0,Confiable,0,0.15422396783799264
34,6508.29,16550.5,48,4,344.8,5.3,Riesgoso,1,0.370853699468091
33,11725.07,25810.29,12,0,2150.86,18.34,Confiable,0,0.757377190077256
28,13880.15,42441.87,60,1,707.36,5.1,Confiable,0,0.9170521321185151
39,11254.15,86245.43,36,2,2395.71,21.29,Riesgoso,0,0.7224856205271374
24,3663.73,60139.21,24,0,2505.8,68.39,Confiable,1,0.1600935638198163
62,2285.94,70681.26,48,2,1472.53,64.42,Riesgoso,0,0.058009864655503916
21,3817.25,39981.78,24,0,1665.91,43.64,Confiable,0,0.171468221420543
21,5417.24,74457.89,12,3,6204.82,114.54,Riesgoso,1,0.2900152407964335
50,13739.79,74872.8,24,3,3119.7,22.71,Riesgoso,1,0.906652529846251
63,5751.41,45921.08,24,3,1913.38,33.27,Riesgoso,1,0.31477468145846343
31,5040.96,68564.22,36,1,1904.56,37.78,Confiable,0,0.2621357712680239
24,5778.28,97784.59,48,0,2037.18,35.26,Confiable,0,0.31676554290799136
59,2317.29,88168.63,36,3,2449.13,105.69,Riesgoso,1,0.06033265983387013
58,4052.94,20064.03,60,0,334.4,8.25,Confiable,0,0.18893104743614536
26,3256.92,27924.24,36,0,775.67,23.82,Confiable,0,0.12995205484019393
25,2992.4,20583.83,48,1,428.83,14.33,Confiable,0,0.11035314636869688
48,11913.62,34588.48,24,2,1441.19,12.1,Riesgoso,0,0.7713473027050377
21,11201.76,86903.44,48,4,1810.49,16.16,Riesgoso,1,0.7186039223008343
26,4617.24,95138.8,48,3,1982.06,42.93,Riesgoso,1,0.23074136064673728
35,9997.74,92586.35,48,3,1928.88,19.29,Riesgoso,1,0.6293952508285376
40,7927.27,29640.5,36,3,823.35,10.39,Riesgoso,0,0.4759892625366109
30,8177.81,58267.48,48,4,1213.91,14.84,Riesgoso,1,0.494552359952492
35,12130.15,54092.82,48,1,1126.93,9.29,Confiable,0,0.7873905192910547
26,12902.34,8657.01,48,3,180.35,1.4,Riesgoso,0,0.8446038911820472
24,14854.63,52968.34,36,4,1471.34,9.9,Riesgoso,1,0.98925364552886
26,4857.42,85398.97,24,3,3558.29,73.25,Riesgoso,1,0.24853686131467984
54,14451.75,32739.32,36,3,909.43,6.29,Riesgoso,1,0.9594033194854731
59,7113.23,11538.06,24,0,480.75,6.76,Confiable,0,0.4156751257902875
23,11059.7,85942.53,36,1,2387.29,21.59,Confiable,0,0.708078363033252
42,3087.06,40575.1,12,2,3381.26,109.53,Riesgoso,1,0.11736672823740966
38,5221.73,7592.11,48,2,158.17,3.03,Riesgoso,0,0.2755294454113496
42,6969.7,51042.61,12,2,4253.55,61.03,Riesgoso,1,0.40504065076793017
54,10263.45,91517.16,36,1,2542.14,24.77,Confiable,0,0.6490823291967575
34,12890.56,6134.26,60,3,102.24,0.79,Riesgoso,1,0.8437310832968428
43,5095.23,27534.21,36,0,764.84,15.01,Confiable,0,0.2661567631126789
21,8101.28,37316.07,12,0,3109.67,38.38,Confiable,0,0.4888820723926717
55,5534.0,16280.39,24,0,678.35,12.26,Confiable,0,0.29866626360428167
62,6633.0,37253.85,24,1,1552.24,23.4,Confiable,0,0.38009375645992677
57,5981.86,27730.72,48,1,577.72,9.66,Confiable,0,0.3318492635590853
21,7597.93,72922.98,60,4,1215.38,16.0,Riesgoso,1,0.45158768792598475
49,3587.6,98705.4,12,1,8225.45,229.27,Confiable,1,0.15445291320007082
47,9173.06,46383.56,48,4,966.32,10.53,Riesgoso,1,0.5682927714762234
24,5605.94,30429.72,60,3,507.16,9.05,Riesgoso,0,0.30399646727674307
50,10284.33,35095.59,48,2,731.16,7.11,Riesgoso,0,0.6506293774686644
45,4835.36,56875.66,60,1,947.93,19.6,Confiable,0,0.24690238406955195
64,4889.93,56775.74,36,3,1577.1,32.25,Riesgoso,1,0.25094560361926316
59,12575.51,79822.51,60,4,1330.38,10.58,Riesgoso,1,0.8203882883703907
56,7448.12,83489.21,36,1,2319.14,31.14,Confiable,0,0.4404879129444522
38,10188.63,63793.6,36,1,1772.04,17.39,Confiable,0,0.643538739555757
29,7206.19,28896.68,36,1,802.69,11.14,Confiable,0,0.4225627506636822
52,6730.41,7179.37,24,1,299.14,4.44,Confiable,0,0.38731109229165417
40,1977.73,80683.69,24,3,3361.82,169.98,Riesgoso,1,0.03517386140433159
31,8875.88,41830.59,48,0,871.47,9.82,Confiable,0,0.546274006847615
46,13679.91,24633.7,60,2,410.56,3.0,Riesgoso,0,0.9022158799170462
32,8944.97,72941.92,36,1,2026.16,22.65,Confiable,0,0.5513930473220431
31,10226.79,98424.57,60,2,1640.41,16.04,Riesgoso,0,0.6463661036388977
45,4624.38,40162.57,48,4,836.72,18.09,Riesgoso,1,0.23127038002707334
61,6511.39,66085.04,36,0,1835.7,28.19,Confiable,0,0.3710833857536711
35,10158.3,49347.86,36,2,1370.77,13.49,Riesgoso,0,0.6412915185745817
45,4810.11,77007.5,24,1,3208.65,66.71,Confiable,0,0.24503155222732717
21,4926.47,58367.9,48,2,1216.0,24.68,Riesgoso,0,0.25365293809510053
62,13202.08,31658.3,36,1,879.4,6.66,Confiable,0,0.8668123322271345
60,5965.7,87448.41,36,1,2429.12,40.72,Confiable,0,0.3306519311800614
27,7798.25,34511.46,60,0,575.19,7.38,Confiable,0,0.4664298675154686
58,5289.0,80729.47,36,0,2242.49,42.4,Confiable,0,0.2805136378084372
26,2959.78,61114.61,60,2,1018.58,34.41,Riesgoso,1,0.10793625390559303
63,11455.3,20854.95,48,3,434.48,3.79,Riesgoso,0,0.7373892967672766
46,8912.74,20363.12,60,2,339.39,3.81,Riesgoso,1,0.5490050508755122
40,11600.44,27889.0,48,4,581.02,5.01,Riesgoso,1,0.7481430604734354
49,8042.16,33786.23,12,0,2815.52,35.01,Confiable,0,0.4845017326496091
57,13005.89,25354.83,60,1,422.58,3.25,Confiable,0,0.8522761540439234
45,5112.8,43773.63,24,3,1823.9,35.67,Riesgoso,0,0.2674585657054666
56,6149.58,5215.61,60,0,86.93,1.41,Confiable,0,0.34427603253246913
28,9234.35,85856.4,36,3,2384.9,25.83,Riesgoso,0,0.5728338916191921
56,13841.46,80782.48,60,4,1346.37,9.73,Riesgoso,1,0.9141854990897754
59,14270.08,44738.82,36,4,1242.74,8.71,Riesgoso,1,0.9459429622269789
63,14658.03,43768.04,48,2,911.83,6.22,Riesgoso,0,0.9746870894820723
49,6294.09,82546.03,36,3,2292.95,36.43,Riesgoso,0,0.35498311805800986
41,13552.21,22265.38,12,3,1855.45,13.69,Riesgoso,0,0.8927542867981508
43,12574.01,25650.13,36,2,712.5,5.67,Riesgoso,0,0.8202771498451099
37,14725.46,26321.57,24,1,1096.73,7.45,Confiable,0,0.9796831366551897
25,8925.27,97791.34,12,0,8149.28,91.31,Confiable,0,0.5499334280233569
23,10327.94,5624.43,60,1,93.74,0.91,Confiable,0,0.6538605448603249
63,3100.81,48783.53,36,0,1355.1,43.7,Confiable,0,0.11838549805248257
28,2423.54,54834.57,48,2,1142.39,47.14,Riesgoso,0,0.06820497204125166
48,4024.56,63582.29,60,4,1059.7,26.33,Riesgoso,1,0.1868283065378349
33,4646.91,33945.49,60,3,565.76,12.17,Riesgoso,1,0.23293968067678916
56,7880.01,40689.31,48,4,847.69,10.76,Riesgoso,1,0.47248765806676757
30,8508.51,90274.92,48,2,1880.73,22.1,Riesgoso,0,0.5190547001593726
25,9418.71,22616.95,12,4,1884.75,20.01,Riesgoso,1,0.5864935572996894
35,4744.54,34103.34,24,3,1420.97,29.95,Riesgoso,1,0.2401733168255577
26,12041.9,65066.39,48,1,1355.55,11.26,Confiable,0,0.7808518693870413
27,1941.08,62568.35,24,3,2607.01,134.31,Riesgoso,1,0.032458376769973624
21,3713.04,50078.83,48,0,1043.31,28.1,Confiable,0,0.16374705760754318
35,11819.23,94482.94,36,3,2624.53,22.21,Riesgoso,1,0.7643537257708753
52,7317.65,50628.45,48,4,1054.76,14.41,Riesgoso,1,0.4308210840155386
42,13595.81,14993.21,24,1,624.72,4.59,Confiable,0,0.8959847132663094
22,1747.01,62512.64,36,4,1736.46,99.4,Riesgoso,1,0.018079274369159206
62,9663.41,36812.85,24,4,1533.87,15.87,Riesgoso,1,0.6046239553904778
40,11155.61,90356.01,48,2,1882.42,16.87,Riesgoso,1,0.7151845603396987
37,10287.17,64436.49,60,3,1073.94,10.44,Riesgoso,0,0.650839799743196
24,5338.04,35564.74,24,4,1481.86,27.76,Riesgoso,1,0.28414712666161357
43,13777.4,89263.1,36,0,2479.53,18.0,Confiable,0,0.9094391431367885
53,8018.38,84083.79,36,4,2335.66,29.13,Riesgoso,1,0.4827398165621594
27,14244.23,28696.41,24,0,1195.68,8.39,Confiable,0,0.9440276749746419
30,3002.03,22007.8,48,0,458.5,15.27,Confiable,0,0.11106665570099886
53,1670.48,35785.99,24,2,1491.08,89.26,Riesgoso,1,0.012408986809338898
21,8183.49,28304.71,36,0,786.24,9.61,Confiable,0,0.4949732045015548
59,14509.13,61832.08,60,4,1030.53,7.1,Riesgoso,1,0.96365473853921
25,13598.79,64653.2,36,1,1795.92,13.21,Confiable,0,0.896205508469867
49,12065.0,7494.58,48,1,156.14,1.29,Confiable,0,0.7825634026763638
35,11023.46,11672.99,48,1,243.19,2.21,Confiable,0,0.7053932562624706
24,2899.47,23451.84,24,1,977.16,33.7,Confiable,0,0.10346774426580778
49,9204.98,48502.33,12,1,4041.86,43.91,Confiable,0,0.5706577992941962
61,8368.38,17281.22,12,3,1440.1,17.21,Riesgoso,1,0.5086721391276514
64,5346.98,87538.33,12,2,7294.86,136.43,Riesgoso,1,0.2848095122722864
61,2180.18,28701.57,24,4,1195.9,54.85,Riesgoso,1,0.05017385769971407
37,1611.07,54622.83,24,2,2275.95,141.27,Riesgoso,1,0.008007160284722079
51,8580.33,49797.66,36,3,1383.27,16.12,Riesgoso,1,0.5243760127498116
30,13070.88,71379.13,12,3,5948.26,45.51,Riesgoso,1,0.8570914158825843
24,4547.25,84469.5,12,2,7039.12,154.8,Riesgoso,1,0.22555563705714077
57,10185.09,8403.43,48,1,175.07,1.72,Confiable,0,0.6432764526360947
41,13179.35,66310.18,36,4,1841.95,13.98,Riesgoso,1,0.8651282131073813
35,6387.07,82014.57,24,0,3417.27,53.5,Confiable,0,0.3618722247784083
39,8033.97,98028.34,24,3,4084.51,50.84,Riesgoso,1,0.4838949163015766
48,14307.24,16583.48,12,0,1381.96,9.66,Confiable,0,0.9486962339599323
48,4139.93,99585.65,12,2,8298.8,200.46,Riesgoso,1,0.19537634097892298
51,13581.04,91334.46,60,3,1522.24,11.21,Riesgoso,1,0.8948903692540456
23,5209.47,12745.06,12,1,1062.09,20.39,Confiable,0,0.27462107319805557
37,4817.86,58325.65,36,3,1620.16,33.63,Riesgoso,0,0.24560576794127734
39,11438.83,24482.4,12,0,2040.2,17.84,Confiable,0,0.7361689957596947
39,2508.57,29167.08,12,1,2430.59,96.89,Confiable,0,0.07450504457766251
46,12286.08,91533.29,12,2,7627.77,62.08,Riesgoso,1,0.7989437394557324
57,10548.26,65345.14,12,3,5445.43,51.62,Riesgoso,0,0.6701845714535511
60,12549.85,5395.6,60,0,89.93,0.72,Confiable,0,0.8184870786645891
59,4679.5,56471.78,36,3,1568.66,33.52,Riesgoso,0,0.2353543503693874
46,9185.4,48366.91,36,4,1343.53,14.63,Riesgoso,1,0.5692070710775324
27,6757.81,37499.28,60,4,624.99,9.25,Riesgoso,1,0.3893412226867813
51,5495.22,67512.47,60,4,1125.21,20.48,Riesgoso,1,0.2957929622640251
59,13869.3,24504.09,24,2,1021.0,7.36,Riesgoso,0,0.9162482301189848
45,7992.24,71809.78,48,2,1496.04,18.72,Riesgoso,0,0.48080304252826805
53,2592.03,41025.96,12,0,3418.83,131.9,Confiable,1,0.08068879212427955
51,3511.16,42040.39,12,0,3503.37,99.78,Confiable,0,0.14878929395176735
44,9714.08,13898.39,12,3,1158.2,11.92,Riesgoso,0,0.6083782147744592
43,7313.65,74698.76,36,3,2074.97,28.37,Riesgoso,1,0.43052471461479014
55,5885.28,47224.61,60,0,787.08,13.37,Confiable,0,0.32469342437801324
57,12435.39,13193.48,12,4,1099.46,8.84,Riesgoso,0,0.8100064682621713
38,14992.35,66252.53,24,0,2760.52,18.41,Confiable,0,0.9994576439966303
30,10044.43,42625.68,48,4,888.04,8.84,Riesgoso,1,0.6328546226587743
24,2219.98,83031.18,36,4,2306.42,103.89,Riesgoso,1,0.05312273323716146
64,4034.3,44130.76,60,0,735.51,18.23,Confiable,0,0.18754996602865745
23,6267.85,19171.35,60,1,319.52,5.1,Confiable,0,0.35303893478909987
37,8278.88,81835.2,36,3,2273.2,27.46,Riesgoso,1,0.5020408737859041
59,1794.27,12964.3,60,1,216.07,12.04,Confiable,0,0.021580878839002508
41,10990.97,29075.5,48,4,605.74,5.51,Riesgoso,1,0.7029859958048911
23,14716.21,61513.34,60,0,1025.22,6.97,Confiable,0,0.9789977824159588
59,2147.52,22739.57,24,1,947.48,44.12,Confiable,0,0.04775400154260273
48,11772.71,65402.57,60,2,1090.04,9.26,Riesgoso,1,0.7609069496401705
30,4284.22,48097.08,24,0,2004.04,46.78,Confiable,0,0.20606712618742254
64,9557.97,39409.4,48,0,821.03,8.59,Confiable,0,0.5968116579867478
55,14018.84,30743.88,36,1,854.0,6.09,Confiable,0,0.9273280001659668
42,9851.67,63677.75,60,4,1061.3,10.77,Riesgoso,1,0.6185725812367051
45,8354.05,8491.25,48,0,176.9,2.12,Confiable,0,0.50761039574947
59,11650.42,7078.84,36,3,196.63,1.69,Riesgoso,0,0.7518461961357875
38,8203.07,7318.57,48,2,152.47,1.86,Riesgoso,0,0.4964239327182186
39,14081.54,77615.5,60,2,1293.59,9.19,Riesgoso,0,0.9319735905226993
21,10362.65,92520.95,48,2,1927.52,18.6,Riesgoso,1,0.6564322903353197
63,5202.52,24149.08,12,3,2012.42,38.68,Riesgoso,1,0.27410613136425505
55,8665.76,12877.31,36,4,357.7,4.13,Riesgoso,1,0.5307057222262973
47,9147.76,36446.6,60,3,607.44,6.64,Riesgoso,0,0.5664182350164892
42,9421.96,87337.42,60,2,1455.62,15.45,Riesgoso,0,0.5867343574377976
36,10028.12,37077.02,36,2,1029.92,10.27,Riesgoso,0,0.6316461764272224
22,5410.88,62817.3,12,1,5234.78,96.75,Confiable,0,0.2895440134492434
45,10902.5,19896.57,36,1,552.68,5.07,Confiable,1,0.6964310455838366
58,10641.33,39749.33,60,4,662.49,6.23,Riesgoso,1,0.6770803464854664
53,1701.83,71358.64,12,1,5946.55,349.42,Confiable,1,0.01473178198770511
31,12943.93,77972.13,36,2,2165.89,16.73,Riesgoso,0,0.8476853920263294
31,2755.03,61764.88,12,1,5147.07,186.82,Confiable,1,0.09276584520478015
48,5724.6,60797.22,60,4,1013.29,17.7,Riesgoso,1,0.31278826554994676
28,4464.06,54033.42,24,0,2251.39,50.43,Confiable,0,0.21939189444507426
30,3709.04,40311.86,48,4,839.83,22.64,Riesgoso,1,0.1634506882067947
25,8915.78,39772.49,36,0,1104.79,12.39,Confiable,0,0.5492302916200812
24,14428.26,19986.64,60,3,333.11,2.31,Riesgoso,0,0.9576628901795776
30,8972.55,13729.49,48,0,286.03,3.19,Confiable,0,0.5534365143402039
34,6088.84,28273.47,48,3,589.03,9.67,Riesgoso,0,0.33977566318210345
43,12674.34,67382.5,24,2,2807.6,22.15,Riesgoso,0,0.8277108353393837
23,5315.47,26855.06,60,2,447.58,8.42,Riesgoso,0,0.28247486231789026
34,14239.38,98455.63,60,3,1640.93,11.52,Riesgoso,1,0.9436683270762343
41,7189.13,49763.73,60,2,829.4,11.54,Riesgoso,0,0.42129873516948996
28,12104.67,51967.07,12,3,4330.59,35.78,Riesgoso,0,0.7855026462082869
25,5063.73,23989.92,12,4,1999.16,39.48,Riesgoso,1,0.2638228540817846
59,4571.33,54832.54,12,0,4569.38,99.96,Confiable,0,0.22733978084964662
55,8294.69,32759.47,24,3,1364.98,16.46,Riesgoso,0,0.5032122738423627
34,6024.33,89076.8,36,3,2474.36,41.07,Riesgoso,0,0.3349959656715323
56,4454.02,35453.03,24,1,1477.21,33.17,Confiable,0,0.2186480072491956
64,14033.38,11648.91,60,3,194.15,1.38,Riesgoso,1,0.9284053029376875
41,5945.53,72449.48,24,3,3018.73,50.77,Riesgoso,1,0.3291574884767872
22,8183.16,44521.91,12,3,3710.16,45.34,Riesgoso,1,0.4949487540259931
29,12069.22,74623.79,48,1,1554.66,12.88,Confiable,0,0.7828760723941535
41,4595.1,13096.94,60,1,218.28,4.75,Confiable,0,0.22910095601359448
37,14015.23,74418.21,48,3,1550.38,11.06,Riesgoso,1,0.9270605267817913
60,4953.45,30834.17,12,2,2569.51,51.87,Riesgoso,0,0.255651949703149
46,14342.6,63385.23,24,0,2641.05,18.41,Confiable,0,0.9513161394625489
37,2934.45,63271.54,24,3,2636.31,89.84,Riesgoso,1,0.10605949467535324
37,8005.69,49935.97,24,0,2080.67,25.99,Confiable,0,0.4817995846382848
50,10061.37,98191.05,48,4,2045.65,20.33,Riesgoso,1,0.6341097470709443
34,3024.71,78336.99,24,1,3264.04,107.91,Confiable,1,0.11274707020324273
52,7091.46,65972.64,48,3,1374.43,19.38,Riesgoso,0,0.41406213532671393
26,5449.5,15155.01,60,0,252.58,4.63,Confiable,0,0.29240546001347
58,14652.07,11266.63,60,0,187.78,1.28,Confiable,0,0.9742454990749569
46,7511.46,47751.0,60,4,795.85,10.6,Riesgoso,1,0.44518092240530444
45,10720.95,39500.05,60,0,658.33,6.14,Confiable,0,0.682979579407365
35,4631.01,35470.43,36,2,985.29,21.28,Riesgoso,0,0.23176161230881398
55,8917.37,94332.8,12,3,7861.07,88.15,Riesgoso,1,0.5493480984568787
44,4962.06,27944.3,12,0,2328.69,46.93,Confiable,0,0.25628988483826015
56,2172.99,73368.69,48,1,1528.51,70.34,Confiable,1,0.049641133701868664
26,9909.74,20287.56,36,2,563.54,5.69,Riesgoso,0,0.6228751240120711
26,5428.78,33550.27,48,0,698.96,12.88,Confiable,0,0.29087026651759285
35,3604.96,37888.54,48,3,789.34,21.9,Riesgoso,1,0.15573915639931923
24,8499.03,41954.07,12,1,3496.17,41.14,Confiable,0,0.5183523046795988
54,10369.95,56905.79,48,3,1185.54,11.43,Riesgoso,1,0.6569731644916857
55,14804.51,90252.19,24,2,3760.51,25.4,Riesgoso,0,0.9855401369374817
61,5019.28,84195.25,12,2,7016.27,139.79,Riesgoso,1,0.2605294491159671
40,9987.48,35137.82,12,3,2928.15,29.32,Riesgoso,0,0.6286350633156178
41,13957.69,34148.94,24,2,1422.87,10.19,Riesgoso,0,0.9227972529520245
22,11502.01,36513.92,24,4,1521.41,13.23,Riesgoso,1,0.7408501504445171
37,14837.6,68845.54,36,0,1912.38,12.89,Confiable,0,0.9879918528051734
55,6619.86,88703.18,24,3,3695.97,55.83,Riesgoso,0,0.379120182978468
41,6071.51,85010.6,48,3,1771.05,29.17,Riesgoso,1,0.33849164275336063
39,11204.69,17125.82,48,1,356.79,3.18,Confiable,0,0.7188210128868825
34,2782.94,28311.57,12,0,2359.3,84.78,Confiable,1,0.09483376269850267
29,11310.49,69818.04,36,4,1939.39,17.15,Riesgoso,1,0.7266599835366798
60,7552.38,22847.03,48,0,475.98,6.3,Confiable,0,0.4482127813749614
60,7175.37,31450.03,48,2,655.21,9.13,Riesgoso,0,0.42027922443091514
41,2929.33,34036.07,60,4,567.27,19.37,Riesgoso,0,0.10568014184239519
64,4617.7,80552.9,48,3,1678.19,36.34,Riesgoso,1,0.23077544312782336
39,7961.16,27705.36,60,0,461.76,5.8,Confiable,0,0.47850025228445237
57,10726.08,24840.31,60,4,414.01,3.86,Riesgoso,1,0.6833596731638248
29,8396.44,12231.41,12,2,1019.28,12.14,Riesgoso,0,0.5107511704739021
29,13806.36,40568.53,24,1,1690.36,12.24,Confiable,0,0.9115848575982076
64,8887.08,89802.0,12,2,7483.5,84.21,Riesgoso,1,0.5471038411697108
32,9819.09,23356.76,36,1,648.8,6.61,Confiable,0,0.6161586524676087
42,6504.18,6104.87,36,1,169.58,2.61,Confiable,0,0.37054917990882197
26,9115.13,60948.93,48,3,1269.77,13.93,Riesgoso,0,0.5640006016298834
29,7383.12,42713.0,48,4,889.85,12.05,Riesgoso,1,0.4356719101822894
43,2013.36,27203.97,24,3,1133.5,56.3,Riesgoso,1,0.03781377184149867
24,13579.8,71994.61,36,0,1999.85,14.73,Confiable,0,0.8947984947398135
27,10135.8,23244.51,60,4,387.41,3.82,Riesgoso,1,0.6396244406953715
45,11906.8,93237.35,12,0,7769.78,65.25,Confiable,0,0.7708419928767614
40,10932.16,34965.86,36,2,971.27,8.88,Riesgoso,0,0.6986286246903866
64,13351.28,26144.2,48,3,544.67,4.08,Riesgoso,1,0.877866910875053
57,2168.02,13522.58,36,4,375.63,17.33,Riesgoso,1,0.04927289472143869
60,11884.0,91085.35,12,4,7590.45,63.87,Riesgoso,1,0.7691526872924951
56,8503.87,83003.0,12,4,6916.92,81.34,Riesgoso,1,0.5187109116545044
25,2150.27,19898.48,36,2,552.74,25.71,Riesgoso,0,0.04795775550561731
28,14206.26,30134.74,12,4,2511.23,17.68,Riesgoso,1,0.941214388438037
22,9123.56,72301.15,48,4,1506.27,16.51,Riesgoso,1,0.5646252001419609
40,2247.98,17379.13,24,3,724.13,32.21,Riesgoso,1,0.05519731904240083
28,11381.75,96701.96,24,2,4029.25,35.4,Riesgoso,0,0.7319398044110139
52,13757.35,85279.35,48,3,1776.65,12.91,Riesgoso,1,0.9079535915155368
52,5838.86,6108.48,36,2,169.68,2.91,Riesgoso,0,0.3212540574823271
56,13797.61,87285.07,60,0,1454.75,10.54,Confiable,0,0.9109365495340703
56,10852.11,73558.69,60,1,1225.98,11.3,Confiable,0,0.6926975320579076
59,2116.03,49258.93,24,3,2052.46,97.0,Riesgoso,1,0.04542083343521033
64,10533.53,86822.56,48,0,1808.8,17.17,Confiable,0,0.6690931911352949
56,13586.36,14216.66,36,4,394.91,2.91,Riesgoso,0,0.8952845405570411
45,6805.39,15769.65,60,0,262.83,3.86,Confiable,0,0.39286653670868443
30,2840.53,74240.59,12,1,6186.72,217.8,Confiable,1,0.09910074114577894
31,4331.24,43769.68,36,0,1215.82,28.07,Confiable,0,0.2095509484932209
36,8379.09,14035.03,48,1,292.4,3.49,Confiable,0,0.5094656681981555
61,14352.12,87944.52,24,0,3664.36,25.53,Confiable,0,0.9520214986363303
41,12222.37,65647.4,24,0,2735.31,22.38,Confiable,0,0.794223315825311
53,8614.04,31257.23,60,4,520.95,6.05,Riesgoso,1,0.5268736658746195
62,7105.78,26964.76,48,4,561.77,7.91,Riesgoso,1,0.4151231377813935
24,8644.59,31709.75,60,3,528.5,6.11,Riesgoso,1,0.529137187172836
31,8229.74,88539.21,60,4,1475.65,17.93,Riesgoso,1,0.4983999756977091
56,3812.52,43440.22,60,3,724.0,18.99,Riesgoso,1,0.17111776460415792
51,14212.69,45278.58,48,1,943.3,6.64,Confiable,0,0.9416908022497401
